"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"14177","2323-P",34,272.654227623716,"BMUFW","Los Angeles","Texas","Australia","National Pumpkin Festival","1406 R","1570 I",-1,-2,3,"Long Island Cheese",123.675146341158,"Light"
"14184","2251-P",19,264.393387289718,"UOMSW","Nottingham","Texas","Australia","National Pumpkin Festival","1130 N","1154 A",229,284,-5,"Long Island Cheese",119.928053746583,"Light"
"14186","2400-P",33,258.831429231167,"HXTGQ","Nottingham","California","Canada","Local Pumpkin Festival","1552 T","1280 W",3,3,0,"Lumina",117.405166121368,"Light"
"14191","2082-P",87,258.06983254198,"FCDJB","Chicago","Florida","UK","Regional Pumpkin Festival","1364 Q","1411 P",226,252,1,"Knucklehead",117.059708129357,"Light"
"14192","2525-P",20,251.224506003782,"MLZNB","Chicago","New York","Canada","Local Pumpkin Festival","1530 T","1447 T",0,1,0,"Jarrahdale",113.95468838056,"Light"
"14193","2242-P",46,243.525498386286,"DYHQP","Houston","New York","Canada","Local Pumpkin Festival","1461 K","1585 H",4,-4,-1,"Lumina",110.462441434404,"Light"
"14195","2031-P",65,260.462736751884,"ILDSX","Paris","California","UK","Regional Pumpkin Festival","1780 F","1126 C",256,365,-28,"Long Island Cheese",118.145122358652,"Light"
"14199","2539-P",52,243.822927023098,"GKIKO","Paris","New York","Australia","Local Pumpkin Festival","1884 N","1783 W",217,246,7,"Knucklehead",110.597354179034,"Light"
"14200","2394-P",12,258.04402787555,"EYSGH","Chicago","Florida","Australia","Local Pumpkin Festival","1427 P","1863 O",222,237,9,"Lumina",117.048003209448,"Light"
"14202","2325-P",67,241.77877965942,"FFZWQ","Nottingham","New York","Australia","Local Pumpkin Festival","1135 X","1056 H",227,262,-10,"Lumina",109.670135017427,"Light"
"14203","2594-P",59,239.390300481394,"EQFZL","Chicago","California","UK","Local Pumpkin Festival","1577 E","1621 F",208,225,10,"Jarrahdale",108.586727969425,"Light"
"14205","2330-P",83,255.183564515039,"VBTBG","Los Angeles","Florida","UK","Regional Pumpkin Festival","1481 C","1206 H",5,5,0,"Lumina",115.750505540705,"Light"
"14206","2289-P",27,240.653861805797,"EKCIQ","Los Angeles","New York","Canada","Local Pumpkin Festival","1475 D","1637 T",213,226,2,"Knucklehead",109.159875626325,"Light"
"14210","2426-P",12,238.669723894261,"DRLBW","Nottingham","Florida","Australia","Local Pumpkin Festival","1016 J","1166 L",225,276,-8,"Jarrahdale",108.259876573646,"Light"
"14211","2614-P",66,250.850335795432,"GKDOR","Los Angeles","New York","Canada","National Pumpkin Festival","1127 V","1062 C",223,247,0,"Jarrahdale",113.784965887432,"Light"
"14217","2517-P",66,242.879057451524,"SVKZH","Los Angeles","New York","UK","Regional Pumpkin Festival","1744 A","1665 H",1,-1,1,"Lumina",110.169217749943,"Light"
"14218","2788-P",98,229.631318501197,"YPBZU","Houston","Florida","Australia","Regional Pumpkin Festival","1900 C","1463 N",-4,2,2,"Knucklehead",104.160082782,"Light"
"14219","2145-P",9,232.884187712334,"AMTLD","Los Angeles","Florida","UK","National Pumpkin Festival","1380 D","1690 D",220,227,-1,"Jarrahdale",105.635574576946,"Light"
"14221","2651-P",24,240.426917276345,"OJORA","Paris","Texas","Australia","Regional Pumpkin Festival","1344 B","1476 U",211,228,9,"Long Island Cheese",109.056934263061,"Light"
"14225","2016-P",9,227.501379275136,"OURJH","New York","Florida","Canada","National Pumpkin Festival","1173 X","1189 C",2,-1,3,"Lumina",103.193948686898,"Light"
"14233","2234-P",93,221.864366813563,"WJGQX","Paris","Florida","Australia","Local Pumpkin Festival","1619 W","1672 L",4,5,5,"Knucklehead",100.637016607803,"Light"
"14235","2274-P",51,218.569344627857,"EGUHK","Paris","California","Australia","National Pumpkin Festival","1477 B","1816 S",178,134,50,"Long Island Cheese",99.1424043490235,"Light"
"14236","2869-P",93,221.514532611705,"IHBIC","New York","Texas","Canada","National Pumpkin Festival","1008 G","1009 B",4,-5,2,"Jarrahdale",100.478332854806,"Light"
"14237","2301-P",49,206.037746726535,"UGYFI","Houston","Florida","Canada","National Pumpkin Festival","1527 K","1292 T",206,201,6,"Jarrahdale",93.4581088299625,"Light"
"14242","2935-P",64,216.405556733347,"TDMIW","New York","Florida","Canada","Regional Pumpkin Festival","1413 B","1840 Q",198,184,10,"Long Island Cheese",98.1609165986335,"Light"
"14245","2336-P",80,199.750957028009,"YHFBT","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1089 N","1765 C",210,199,0,"Jarrahdale",90.6064397296603,"Light"
"14246","2973-P",70,211.537261873484,"SEHCQ","Los Angeles","Florida","Australia","National Pumpkin Festival","1022 H","1958 C",-5,-5,-5,"Long Island Cheese",95.9526725362803,"Light"
"14248","2206-P",4,200.054902593605,"CHVRU","Paris","Texas","Australia","National Pumpkin Festival","1555 V","1797 A",202,200,-4,"Lumina",90.7443085337953,"Light"
"14249","2423-P",6,210.107877648994,"IKRNS","Houston","New York","UK","National Pumpkin Festival","1430 U","1931 V",204,206,-3,"Long Island Cheese",95.3043081053226,"Light"
"14257","2359-P",57,191.750825989433,"QAKDJ","Houston","Florida","Canada","National Pumpkin Festival","1511 O","1433 E",198,181,6,"Lumina",86.9776040957238,"Light"
"14258","2556-P",74,193.909799603745,"ZJYWU","Nottingham","California","Australia","National Pumpkin Festival","1007 G","1206 A",-2,-1,3,"Knucklehead",87.9569081029417,"Light"
"14260","2460-P",52,189.275528321043,"HHCGE","Paris","Florida","Australia","Local Pumpkin Festival","1285 O","1307 U",196,176,6,"Lumina",85.8548164388291,"Light"
"14264","2726-P",86,183.471360809729,"GATCT","Paris","Florida","Australia","National Pumpkin Festival","1424 K","1245 N",-3,-3,1,"Knucklehead",83.2220633265574,"Light"
"14265","2002-P",18,183.175608824007,"EWBKY","Chicago","Florida","Australia","Regional Pumpkin Festival","1501 Y","1911 J",201,193,-2,"Jarrahdale",83.0879111058728,"Light"
"14267","2193-P",32,174.169280852005,"XTGQM","New York","New York","Canada","National Pumpkin Festival","1420 G","1765 K",198,184,-2,"Long Island Cheese",79.0026675369704,"Light"
"14268","2210-P",85,183.051030523144,"KSADY","Nottingham","Texas","Australia","Regional Pumpkin Festival","1598 R","1897 X",195,177,6,"Jarrahdale",83.0314027592959,"Light"
"14270","2576-P",8,182.824289974757,"ZHEKJ","Chicago","New York","Canada","National Pumpkin Festival","1446 T","1682 D",204,190,-1,"Knucklehead",82.9285539212358,"Light"
"14276","2760-P",51,179.801522066258,"MTNAC","Paris","California","Canada","Local Pumpkin Festival","1512 I","1005 Z",199,189,0,"Jarrahdale",81.5574353924784,"Light"
"14277","2802-P",70,176.871349064633,"BDIAO","Los Angeles","Florida","Australia","Local Pumpkin Festival","1099 P","1822 N",3,4,3,"Lumina",80.2283176379539,"Light"
"14279","2673-P",82,167.018981607631,"MAOYX","Paris","Texas","UK","Local Pumpkin Festival","1719 Q","1501 T",203,178,-2,"Lumina",75.7593130761276,"Light"
"14280","2745-P",76,173.173212711699,"LILVK","Nottingham","California","UK","National Pumpkin Festival","1157 T","1465 V",188,167,3,"Lumina",78.5508539924246,"Light"
"14286","2929-P",14,177.473371849954,"GCFGP","Chicago","Texas","Australia","National Pumpkin Festival","1467 V","1700 T",193,160,15,"Long Island Cheese",80.5013933819986,"Light"
"14287","2740-P",40,178.602921573073,"VNEMV","Chicago","New York","UK","Regional Pumpkin Festival","1362 W","1634 F",196,182,-9,"Long Island Cheese",81.013753775321,"Light"
"14288","2123-P",96,159.644412605464,"OJYOR","New York","Texas","UK","National Pumpkin Festival","1765 K","1962 I",0,0,4,"Lumina",72.4142305204865,"Light"
"14289","2873-P",48,160.099091229402,"NMXNF","New York","Texas","Canada","Regional Pumpkin Festival","1796 O","1217 K",184,147,6,"Jarrahdale",72.6204713913642,"Light"
"14293","2890-P",32,158.964298546501,"ICCKI","Paris","Florida","Canada","Regional Pumpkin Festival","1933 V","1135 B",196,168,-6,"Lumina",72.1057328070854,"Light"
"14294","2190-P",22,171.638057196699,"PICJP","Paris","Florida","Canada","Local Pumpkin Festival","1790 I","1031 L",188,162,5,"Long Island Cheese",77.8545120188239,"Light"
"14295","2913-P",51,169.433011929505,"IZPOT","Chicago","New York","Canada","National Pumpkin Festival","1723 N","1566 A",200,169,-7,"Long Island Cheese",76.8543100469494,"Light"
"14296","2926-P",52,166.518360128999,"ZZVXV","Houston","Florida","Canada","Regional Pumpkin Festival","1383 L","1629 X",4,4,0,"Lumina",75.5322326630676,"Light"
"14299","2575-P",10,160.874904969707,"OMBXH","Chicago","Texas","UK","Local Pumpkin Festival","1018 A","1075 G",184,137,18,"Long Island Cheese",72.9723781954582,"Light"
"14308","2992-P",80,143.05468835514,"LHIUJ","Paris","California","Australia","Local Pumpkin Festival","1452 C","1139 X",187,153,-6,"Long Island Cheese",64.8891809648646,"Light"
"14309","2735-P",93,154.885976579785,"OEQND","New York","New York","Australia","National Pumpkin Festival","1098 K","1804 G",190,160,-4,"Long Island Cheese",70.2558180984239,"Light"
"14310","2832-P",57,138.021012586355,"HSFLT","Chicago","Florida","UK","National Pumpkin Festival","1729 D","1058 Q",187,151,3,"Long Island Cheese",62.6059206143315,"Light"
"14311","2437-P",48,136.887230657972,"VDGLR","Los Angeles","California","UK","Local Pumpkin Festival","1351 A","1310 E",1,5,-3,"Lumina",62.0916405052946,"Light"
"14314","2002-P",70,136.161897409707,"SJDNQ","Nottingham","New York","UK","Regional Pumpkin Festival","1532 T","1678 O",-4,2,3,"Lumina",61.7626315021806,"Light"
"14315","2386-P",78,140.697687537596,"THHJQ","Houston","Florida","UK","National Pumpkin Festival","1638 K","1432 F",177,135,3,"Jarrahdale",63.8200524075096,"Light"
"14316","2413-P",100,152.809361207299,"HYBQI","Paris","Texas","UK","Regional Pumpkin Festival","1612 Y","1395 H",175,124,18,"Knucklehead",69.3138715446335,"Light"
"14319","2933-P",36,133.238587615639,"IWXMS","Houston","New York","UK","Local Pumpkin Festival","1491 B","1095 X",178,142,2,"Lumina",60.4366268781815,"Light"
"14324","2784-P",41,135.288525147364,"HWHWP","Paris","Florida","Australia","Regional Pumpkin Festival","1442 H","1012 I",170,131,9,"Lumina",61.3664724427849,"Light"
"14325","2483-P",24,137.654046251439,"SXWSD","Paris","New York","Canada","Local Pumpkin Festival","1833 S","1798 M",3,-4,-2,"Lumina",62.439465776757,"Light"
"14329","2019-P",70,122.357189742662,"KOITW","Houston","New York","UK","Regional Pumpkin Festival","1609 T","1369 G",176,131,-5,"Jarrahdale",55.5008571816484,"Light"
"14332","2210-P",75,122.725159354694,"KBAVC","Houston","California","Australia","Regional Pumpkin Festival","1115 U","1120 U",0,-2,-3,"Jarrahdale",55.6677671027371,"Light"
"14335","2763-P",54,108.39509779308,"RVRMD","Chicago","Texas","Canada","National Pumpkin Festival","1976 P","1245 H",165,119,-4,"Long Island Cheese",49.1676938188696,"Light"
"14336","2326-P",2,126.257250953466,"LQGZJ","Nottingham","Florida","UK","Regional Pumpkin Festival","1082 P","1888 H",-5,2,3,"Long Island Cheese",57.2699133418605,"Light"
"14338","2711-P",76,118.470972757787,"IDDMT","New York","New York","UK","National Pumpkin Festival","1402 B","1359 R",0,-1,-4,"Jarrahdale",53.7380807211224,"Light"
"14339","2335-P",8,113.217533632182,"UWHAW","Nottingham","Florida","Australia","Regional Pumpkin Festival","1527 H","1746 Y",170,107,4,"Knucklehead",51.355136365863,"Light"
"14340","2564-P",65,117.639447305351,"QXVCI","Nottingham","New York","Canada","Local Pumpkin Festival","1138 I","1558 F",-4,-1,5,"Long Island Cheese",53.3609032501821,"Light"
"14341","2142-P",66,117.473467038944,"IQYWQ","Chicago","New York","Australia","Regional Pumpkin Festival","1213 D","1756 J",167,118,-8,"Lumina",53.2856150952301,"Light"
"14344","2218-P",31,100.638414136134,"JKJCO","Chicago","Texas","Australia","Regional Pumpkin Festival","1881 R","1954 M",182,135,-16,"Jarrahdale",45.6492851928396,"Light"
"14346","2791-P",23,97.9128563860431,"PERBA","Chicago","Florida","UK","National Pumpkin Festival","1764 P","1740 D",-2,4,1,"Long Island Cheese",44.4129803075583,"Light"
"14347","2892-P",40,110.236799607798,"ORNVZ","New York","California","UK","National Pumpkin Festival","1791 J","1872 T",182,138,-28,"Knucklehead",50.0030842818645,"Light"
"14348","2363-P",27,95.5401475364342,"RGIUL","Houston","New York","UK","Local Pumpkin Festival","1238 L","1350 M",159,96,3,"Long Island Cheese",43.3367266335999,"Light"
"14350","2052-P",15,103.026069727726,"JVWBH","Los Angeles","California","UK","Local Pumpkin Festival","1590 X","1504 P",166,111,-11,"Long Island Cheese",46.7323186644862,"Light"
"14357","2494-P",91,95.2175622861832,"BUBYI","Paris","Texas","Canada","National Pumpkin Festival","1355 U","1038 S",161,93,-6,"Jarrahdale",43.1904029239695,"Light"
"14360","2544-P",11,99.0690504675731,"XKSGY","Paris","Texas","Canada","National Pumpkin Festival","1351 P","1273 D",2,-4,5,"Jarrahdale",44.9374265025733,"Light"
"14362","2035-P",67,80.1545367838815,"AYNXL","New York","California","Canada","Local Pumpkin Festival","1958 N","1916 D",170,114,-20,"Jarrahdale",36.3578593776111,"Light"
"14365","2592-P",20,82.0098150072619,"LTKWL","New York","Texas","Australia","Regional Pumpkin Festival","1286 B","1211 U",-3,4,2,"Knucklehead",37.1994080591771,"Light"
"14367","2353-P",22,94.2188091762364,"MTAWW","Chicago","New York","UK","Local Pumpkin Festival","1425 B","1334 K",157,94,-3,"Long Island Cheese",42.7373714851839,"Light"
"14368","2739-P",79,89.5015453156084,"TWIDB","Nottingham","Florida","Canada","Regional Pumpkin Festival","1997 N","1692 N",160,102,-18,"Long Island Cheese",40.5976346346768,"Light"
"14369","2887-P",91,79.0058657154441,"JFTYN","Chicago","Florida","Canada","Local Pumpkin Festival","1205 Y","1718 X",148,93,-4,"Long Island Cheese",35.8368255989495,"Light"
"14375","2347-P",58,73.9322682062164,"GRQQP","Nottingham","New York","Canada","Regional Pumpkin Festival","1972 N","1771 R",4,4,-2,"Knucklehead",33.5354568657427,"Light"
"14379","2020-P",63,88.6604624669999,"KRQRA","Houston","Texas","UK","Local Pumpkin Festival","1606 R","1055 N",158,106,-18,"Knucklehead",40.2161219572711,"Light"
"14380","2983-P",3,88.1198580969125,"CLNKF","Paris","Texas","UK","Regional Pumpkin Festival","1373 D","1401 T",147,82,1,"Jarrahdale",39.9709054236199,"Light"
"14382","2806-P",79,76.4917207455263,"ITJKJ","Paris","California","Australia","Local Pumpkin Festival","1546 P","1200 Z",158,83,-11,"Jarrahdale",34.6964169216757,"Light"
"14384","2367-P",11,78.4768932977691,"ITIYH","Paris","California","Canada","Regional Pumpkin Festival","1237 K","1489 S",-4,-3,-5,"Lumina",35.5968852843006,"Light"
"14385","2648-P",98,78.5284286150709,"TYCSX","Houston","Florida","Australia","Regional Pumpkin Festival","1311 X","1481 D",152,89,-16,"Long Island Cheese",35.6202615508804,"Light"
"14386","2066-P",97,63.0610708398744,"JLCLP","Nottingham","Texas","Canada","Local Pumpkin Festival","1108 A","1670 C",-2,-3,5,"Jarrahdale",28.6043140886666,"Light"
"14392","2600-P",72,67.6757239803672,"EBZPO","Paris","Texas","UK","National Pumpkin Festival","1355 D","1920 Z",4,-5,4,"Lumina",30.6975070218485,"Light"
"14393","2921-P",95,73.9200340187177,"PGZND","Los Angeles","Texas","Canada","National Pumpkin Festival","1245 C","1749 O",5,1,4,"Knucklehead",33.5299074746973,"Light"
"14394","2384-P",71,69.2230542898178,"EGFWY","Los Angeles","Florida","Australia","National Pumpkin Festival","1828 Y","1702 M",141,68,1,"Knucklehead",31.3993714459847,"Light"
"14399","2406-P",45,69.7405417114496,"NSJDV","Chicago","Texas","Canada","National Pumpkin Festival","1738 O","1228 R",-4,5,-4,"Knucklehead",31.6341022006031,"Light"
"14400","2267-P",27,67.0985864596441,"MUXDZ","Los Angeles","California","UK","National Pumpkin Festival","1376 U","1464 R",138,71,-10,"Jarrahdale",30.4357191597769,"Light"
"14402","2382-P",32,69.777513384819,"JNGFO","Nottingham","Texas","Australia","National Pumpkin Festival","1111 A","1446 A",148,82,-27,"Long Island Cheese",31.6508724416307,"Light"
"14408","2567-P",73,64.9235685642809,"FIRGQ","New York","New York","UK","National Pumpkin Festival","1219 Q","1672 D",132,67,-10,"Lumina",29.4491375144157,"Light"
"14411","2173-P",92,60.4335663842037,"QRINE","New York","Florida","Australia","National Pumpkin Festival","1452 D","1495 U",129,55,1,"Lumina",27.4124858859674,"Light"
"14415","2941-P",76,45.108589297533,"JHXAG","Los Angeles","New York","Australia","National Pumpkin Festival","1854 M","1641 J",136,62,-20,"Jarrahdale",20.4611218804014,"Light"
"14417","2744-P",49,41.6861236616969,"YZUSE","Nottingham","Florida","Canada","Regional Pumpkin Festival","1821 S","1597 P",127,54,-6,"Long Island Cheese",18.9087016518629,"Light"
"14421","2362-P",50,45.4687128756195,"HCHOF","Chicago","Florida","Canada","Local Pumpkin Festival","1326 Y","1700 M",-2,2,-5,"Jarrahdale",20.624472863839,"Light"
"14423","2695-P",83,42.1361979911104,"RCPQI","Los Angeles","New York","UK","Local Pumpkin Festival","1430 Y","1170 T",-1,0,0,"Knucklehead",19.1128540284452,"Light"
"14424","2849-P",93,36.3753126254305,"FIPYY","New York","Florida","Australia","Regional Pumpkin Festival","1287 W","1997 W",-2,1,0,"Long Island Cheese",16.4997335686431,"Light"
"14425","2255-P",11,39.7393828103319,"VQRPN","Los Angeles","New York","Australia","Regional Pumpkin Festival","1085 N","1486 J",119,47,-17,"Jarrahdale",18.0256657943989,"Light"
"14426","2671-P",10,29.7615876784548,"VINXP","Los Angeles","New York","UK","National Pumpkin Festival","1393 R","1850 B",118,47,-17,"Long Island Cheese",13.4997676124716,"Light"
"14427","2366-P",44,43.1820201009512,"YRYOP","Paris","Florida","UK","Local Pumpkin Festival","1504 X","1785 Y",1,-4,0,"Long Island Cheese",19.5872358255244,"Light"
"14431","2291-P",11,20.4381100049242,"BVJIK","Los Angeles","New York","UK","Regional Pumpkin Festival","1382 I","1609 R",3,-1,2,"Long Island Cheese",9.27066588266544,"Light"
"14434","2638-P",76,1.51116465684026,"YRANS","Chicago","New York","Australia","Local Pumpkin Festival","1771 K","1857 F",57,4,-37,"Lumina",0.68545979172651,"Light"
"14436","2121-P",93,1720.83579420764,"KVPTP","Los Angeles","Texas","UK","Local Pumpkin Festival","1973 H","1036 B",432,1704,0,"Knucklehead",780.565995739653,"Heavy"
